epoch,global_step,step,tr/batches_p_sec,tr/grad_abs_ave,tr/grad_ave,tr/grad_max,tr/learning_rate,tr/loss,tr/loss_is_nan,tr/loss_ml,tr/output_abs_ave,tr/output_ave,tr/output_max,tr/output_std,tr/time_p_batch,val/angular_ave_max_error,val/angular_ave_max_error_std,val/angular_error,val/angular_error_std,val/ave_model_runtime,val/joint_limits_exceeded,val/l2_ave_max_error,val/l2_ave_max_error_std,val/l2_error,val/l2_error_std,val/self_collisions,val_clamped/angular_ave_max_error,val_clamped/angular_ave_max_error_std,val_clamped/angular_error,val_clamped/angular_error_std,val_clamped/joint_limits_exceeded,val_clamped/l2_ave_max_error,val_clamped/l2_ave_max_error_std,val_clamped/l2_error,val_clamped/l2_error_std,val_clamped/self_collisions
,,300,127.32776782732765,,,,0.0001,-12.18704891204834,0,-12.18704891204834,0.8498001098632812,-0.17070944607257843,3.2773239612579346,1.0122709274291992,0.00785374641418457,,,,,,,,,,,,,,,,,,,,,
,,300,,0.07838381827302025,-0.015820710438044117,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,325,112.58365320091264,,,,0.0001,-13.424478530883789,0,-13.424478530883789,0.844883918762207,0.016977587714791298,3.150454044342041,1.0002018213272095,0.008882284164428711,,,,,,,,,,,,,,,,,,,,,
,,325,,0.05268378775508609,0.003182577385107521,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,350,132.68075414399596,,,,0.0001,-13.185221672058105,0,-13.185221672058105,0.8850954174995422,-0.13939249515533447,2.9032015800476074,1.0377800464630127,0.007536888122558594,,,,,,,,,,,,,,,,,,,,,
,,350,,0.06583141372432995,-0.012153998755411047,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,375,107.8476768404001,,,,0.0001,-14.036466598510742,0,-14.036466598510742,0.8309222459793091,0.0037562742363661528,2.7511558532714844,0.9805872440338135,0.009272336959838867,,,,,,,,,,,,,,,,,,,,,
,,375,,0.04520725244613762,-0.005390988772116856,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,400,,,,,,,,,,,,,,3.1213285541534423,0.019102308692277956,2.1240346431732178,2.1240346431732178,0.005762379169464111,41.07,1.2901738542318344,0.22980019962348347,0.5954857468605042,0.31468915939331055,0.29,3.122295069694519,0.017594892386099174,2.11221981048584,2.11221981048584,0.0,1.2301695561408996,0.20721300733442277,0.5605407953262329,0.2978054881095886,0.1
0,400.0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,400,123.30023223682277,,,,0.0001,-13.740455627441406,0,-13.740455627441406,0.8322853446006775,-0.008873352780938148,2.9024062156677246,0.9836345314979553,0.008110284805297852,,,,,,,,,,,,,,,,,,,,,
,,400,,0.06229049576419735,-0.007039901977274591,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,425,118.33274086613062,,,,0.0001,-13.916691780090332,0,-13.916691780090332,0.8261606097221375,0.08941569179296494,4.222386360168457,0.9756225347518921,0.008450746536254883,,,,,,,,,,,,,,,,,,,,,
,,425,,0.058962513429529885,0.011163185566497683,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,450,114.47336244541485,,,,0.0001,-13.832330703735352,0,-13.832330703735352,0.8546472787857056,0.09513937681913376,3.244562864303589,1.0000970363616943,0.00873565673828125,,,,,,,,,,,,,,,,,,,,,
,,450,,0.060948977747405784,0.022392809808557956,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,475,122.93522480801923,,,,0.0001,-14.583721160888672,0,-14.583721160888672,0.8157686591148376,0.10293515026569366,3.025169849395752,0.971684455871582,0.00813436508178711,,,,,,,,,,,,,,,,,,,,,
,,475,,0.05719545620119485,0.019935975782929383,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,500,,,,,,,,,,,,,,3.1237639474868772,0.016650135137864664,2.0949928760528564,2.0949928760528564,0.005777668952941894,39.33,1.2319406527280807,0.22553153450667285,0.5266771912574768,0.29983171820640564,0.29,3.1224702548980714,0.020088908247030197,2.0827674865722656,2.0827674865722656,0.0,1.1709083569049836,0.23334397588417538,0.497626930475235,0.28835529088974,0.06999999999999999
0,500.0,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,500,113.19741991201792,,,,0.0001,-14.362905502319336,0,-14.362905502319336,0.8141499757766724,0.15051701664924622,2.9323463439941406,0.9637504816055298,0.008834123611450195,,,,,,,,,,,,,,,,,,,,,
,,500,,0.07465619934691858,0.00364380578786457,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,525,140.8004296888113,,,,0.0001,-14.698423385620117,0,-14.698423385620117,0.8320539593696594,-0.03847452625632286,3.1302742958068848,0.9997231960296631,0.007102251052856445,,,,,,,,,,,,,,,,,,,,,
,,525,,0.08253580698419682,-0.010833691395878494,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,550,101.68502715283165,,,,0.0001,-14.936573028564453,0,-14.936573028564453,0.7748923301696777,-0.0705358237028122,2.7097041606903076,0.9284436106681824,0.00983428955078125,,,,,,,,,,,,,,,,,,,,,
,,550,,0.06614867394728208,-0.02353705058021423,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,575,127.91021926748193,,,,0.0001,-15.554235458374023,0,-15.554235458374023,0.8370105028152466,-0.04781736060976982,2.9592652320861816,1.0071853399276733,0.007817983627319336,,,,,,,,,,,,,,,,,,,,,
,,575,,0.06137573603852312,0.001070283487507595,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,600,,,,,,,,,,,,,,3.121780028343201,0.017567515440756697,2.072577714920044,2.072577714920044,0.005868513584136963,37.84,1.181176901459694,0.2606946927220556,0.46707627177238464,0.2791759967803955,0.16,3.12080961227417,0.02355150043337959,2.0582690238952637,2.0582690238952637,0.0,1.1192334818840026,0.25596384535226274,0.44166484475135803,0.26705411076545715,0.04
0,600.0,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,600,98.03669681882991,,,,0.0001,-14.974712371826172,0,-14.974712371826172,0.7961091995239258,0.05354217812418938,3.493992805480957,0.965583860874176,0.010200262069702148,,,,,,,,,,,,,,,,,,,,,
,,600,,0.06755352967926835,0.005788037966754682,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,625,132.916212447712,,,,0.0001,-15.739288330078125,0,-15.739288330078125,0.8553951382637024,-0.10632739216089249,2.901414394378662,1.0090597867965698,0.007523536682128906,,,,,,,,,,,,,,,,,,,,,
,,625,,0.07494303201550186,-0.0011018908831665897,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,650,152.55897864911068,,,,0.0001,-15.59648323059082,0,-15.59648323059082,0.7921701073646545,0.03739161044359207,3.0809950828552246,0.9705586433410645,0.006554841995239258,,,,,,,,,,,,,,,,,,,,,
,,650,,0.06911942004383793,0.010458085550563823,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,675,104.28144501628502,,,,0.0001,-15.990238189697266,0,-15.990238189697266,0.7906422019004822,-0.08059877157211304,2.650538682937622,0.9564988017082214,0.009589433670043945,,,,,,,,,,,,,,,,,,,,,
,,675,,0.06590266093871833,-0.014876259318483834,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,700,,,,,,,,,,,,,,3.1183531284332275,0.024233724043200174,2.0088229179382324,2.0088229179382324,0.005841617584228516,36.42,1.1400069355964662,0.2313233139323811,0.3945881128311157,0.260841965675354,0.06999999999999999,3.1195034742355348,0.020336090624228458,1.9929851293563843,1.9929851293563843,0.0,1.0704837608337403,0.24336014586183796,0.3782641589641571,0.25373318791389465,0.0
0,700.0,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,700,104.83925313070213,,,,0.0001,-16.015409469604492,0,-16.015409469604492,0.773744523525238,-0.051195599138736725,2.472580671310425,0.9392263889312744,0.009538412094116211,,,,,,,,,,,,,,,,,,,,,
,,700,,0.07795334396557034,-0.024213412883398473,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,725,100.21273952310412,,,,0.0001,-17.035839080810547,0,-17.035839080810547,0.7783666849136353,0.045859452337026596,3.023573875427246,0.9521534442901611,0.009978771209716797,,,,,,,,,,,,,,,,,,,,,
,,725,,0.06446926533635633,-0.0033060987767683514,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,750,110.26615489773384,,,,0.0001,-16.601470947265625,0,-16.601470947265625,0.7628195881843567,0.07162415236234665,2.6746397018432617,0.9177302122116089,0.009068965911865234,,,,,,,,,,,,,,,,,,,,,
,,750,,0.067540817499624,-0.008298334138430619,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,775,140.31057438196234,,,,0.0001,-16.793746948242188,0,-16.793746948242188,0.884477436542511,0.003150807460770011,3.4914326667785645,1.0708792209625244,0.007127046585083008,,,,,,,,,,,,,,,,,,,,,
,,775,,0.07747798688266509,0.009375831627311962,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,800,,,,,,,,,,,,,,3.1209911584854124,0.020041496528850438,2.0046260356903076,2.0046260356903076,0.0058347535133361815,38.9,1.1256044161319734,0.22573468446418474,0.38219568133354187,0.2535925507545471,0.19,3.118362641334534,0.021216769749904014,1.9811687469482422,1.9811687469482422,0.0,1.0396790260076523,0.23975852574657494,0.36124613881111145,0.2406625896692276,0.1
0,800.0,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,800,115.63475959417732,,,,0.0001,-16.509174346923828,0,-16.509174346923828,0.7968207001686096,0.06380870193243027,3.231651544570923,0.9818989634513855,0.008647918701171875,,,,,,,,,,,,,,,,,,,,,
,,800,,0.07344117078628187,0.004259950304567421,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,825,92.03484519342594,,,,0.0001,-16.380937576293945,0,-16.380937576293945,0.8525436520576477,0.1198045015335083,3.2417690753936768,1.0536891222000122,0.010865449905395508,,,,,,,,,,,,,,,,,,,,,
,,825,,0.09436269095598011,0.008975811468090455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,850,138.27071932485,,,,0.0001,-16.900718688964844,0,-16.900718688964844,0.7826899886131287,0.08998220413923264,3.5471787452697754,0.9586847424507141,0.007232189178466797,,,,,,,,,,,,,,,,,,,,,
,,850,,0.0847246428127922,0.005982784810101727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,875,126.0762294096429,,,,0.0001,-16.982574462890625,0,-16.982574462890625,0.78956538438797,-0.04100973531603813,2.994213104248047,0.9659339785575867,0.007931709289550781,,,,,,,,,,,,,,,,,,,,,
,,875,,0.07219208030028312,-0.011461111095991091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,900,,,,,,,,,,,,,,3.117185606956482,0.025615637317115133,1.9401146173477173,1.9401146173477173,0.006017546653747558,37.22,1.1075268268585206,0.24693751728938462,0.3532939553260803,0.248264342546463,0.12,3.1178193998336794,0.02124364823497495,1.9252671003341675,1.9252671003341675,0.0,1.030665047764778,0.2433985099848456,0.33608099818229675,0.23657064139842987,0.03
0,900.0,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,900,107.51317543320005,,,,0.0001,-16.919403076171875,0,-16.919403076171875,0.773507297039032,-0.11013894528150558,3.6589152812957764,0.9399205446243286,0.009301185607910156,,,,,,,,,,,,,,,,,,,,,
,,900,,0.08368157795060445,-0.029358965886804828,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,925,122.79126412553428,,,,0.0001,-16.343751907348633,0,-16.343751907348633,0.8405149579048157,-0.014730769209563732,3.4327409267425537,1.0316840410232544,0.008143901824951172,,,,,,,,,,,,,,,,,,,,,
,,925,,0.08877740217470394,0.030807668977468932,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,950,145.62544267759182,,,,0.0001,-17.515975952148438,0,-17.515975952148438,0.7557560801506042,-0.00493067130446434,3.0355606079101562,0.9273369908332825,0.006866931915283203,,,,,,,,,,,,,,,,,,,,,
,,950,,0.07574553477146158,-0.028243803633531666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,975,144.38223752151464,,,,0.0001,-16.949840545654297,0,-16.949840545654297,0.8759028315544128,-0.18079805374145508,3.3806612491607666,1.0693475008010864,0.006926059722900391,,,,,,,,,,,,,,,,,,,,,
,,975,,0.09910147094554607,-0.011521352607227678,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000,,,,,,,,,,,,,,3.118064727783203,0.023700735299928517,1.9331759214401245,1.9331759214401245,0.005849575996398926,33.28,1.1016051936149598,0.23399353785285812,0.36072155833244324,0.24353156983852386,0.11,3.1163769006729125,0.02231419239812993,1.9187954664230347,1.9187954664230347,0.0,1.001198790371418,0.23587127429350474,0.34344902634620667,0.22909925878047943,0.06
0,1000.0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000,108.62414212829876,,,,0.0001,-16.632511138916016,0,-16.632511138916016,0.8184232115745544,-0.013150095008313656,3.474635362625122,0.9974402189254761,0.009206056594848633,,,,,,,,,,,,,,,,,,,,,
,,1000,,0.0760714370041266,0.013346963886572047,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1025,136.1079958463136,,,,0.0001,-17.297847747802734,0,-17.297847747802734,0.7984707951545715,0.0326223187148571,2.975372552871704,0.9846924543380737,0.00734710693359375,,,,,,,,,,,,,,,,,,,,,
,,1025,,0.08145236238442521,0.005811784496941641,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1050,127.17334222734301,,,,0.0001,-17.214618682861328,0,-17.214618682861328,0.8094188570976257,0.02056730166077614,3.8498361110687256,0.9870148301124573,0.007863283157348633,,,,,,,,,,,,,,,,,,,,,
,,1050,,0.07942143623813536,-0.0006321119380411725,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1075,127.98437690711583,,,,0.0001,-16.941787719726562,0,-16.941787719726562,0.843911349773407,0.10339932888746262,5.016590118408203,1.0377094745635986,0.007813453674316406,,,,,,,,,,,,,,,,,,,,,
,,1075,,0.09452314789329345,-0.010944857372975866,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1100,,,,,,,,,,,,,,3.1163289880752565,0.0282392652764166,1.8986083269119263,1.8986083269119263,0.00579822301864624,34.69,1.0747005265951157,0.21531253113916207,0.32902613282203674,0.23304450511932373,0.18,3.1186937570571898,0.02290472298927516,1.8824769258499146,1.8824769258499146,0.0,0.9933355140686035,0.22710151019717928,0.31422314047813416,0.22295430302619934,0.06
0,1100.0,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1100,99.04139412973151,,,,0.0001,-17.507917404174805,0,-17.507917404174805,0.7803916335105896,0.010646354407072067,4.943445205688477,0.9670062065124512,0.01009678840637207,,,,,,,,,,,,,,,,,,,,,
,,1100,,0.084073876695129,-0.006062297569166208,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1125,117.16587518855802,,,,0.0001,-18.03940200805664,0,-18.03940200805664,0.8133251070976257,-0.20495998859405518,2.7660906314849854,0.984290361404419,0.008534908294677734,,,,,,,,,,,,,,,,,,,,,
,,1125,,0.08683940360773097,-0.02820588752188276,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1150,91.95413588231425,,,,0.0001,-18.279163360595703,0,-18.279163360595703,0.8222717642784119,0.10299334675073624,3.462914228439331,1.004448652267456,0.01087498664855957,,,,,,,,,,,,,,,,,,,,,
,,1150,,0.08690875935417353,0.034048868592115866,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1175,109.70950275954068,,,,0.0001,-18.09597396850586,0,-18.09597396850586,0.8187679648399353,-0.17056356370449066,2.7395687103271484,0.9879074692726135,0.009114980697631836,,,,,,,,,,,,,,,,,,,,,
,,1175,,0.08810742646104093,-0.010662083818833898,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1200,,,,,,,,,,,,,,3.115694212913513,0.02629985974327508,1.8938062191009521,1.8938062191009521,0.005826396942138672,31.369999999999997,1.0043881717324257,0.2600067294344837,0.30837148427963257,0.23041337728500366,0.05,3.116022353172302,0.026534971069081335,1.8809919357299805,1.8809919357299805,0.0,0.95552758872509,0.25700945529365393,0.300383985042572,0.2241533100605011,0.03
0,1200.0,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1200,132.6471853257432,,,,0.0001,-18.23596954345703,0,-18.23596954345703,0.8716543316841125,-0.006680321879684925,3.4564359188079834,1.0682373046875,0.007538795471191406,,,,,,,,,,,,,,,,,,,,,
,,1200,,0.08252000363215,0.018474777062323255,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1225,107.64009649437972,,,,0.0001,-18.495494842529297,0,-18.495494842529297,0.8352134823799133,0.06282328814268112,3.6399426460266113,1.0208218097686768,0.009290218353271484,,,,,,,,,,,,,,,,,,,,,
,,1225,,0.08624271795330667,0.01733960669712668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1250,109.74682086974724,,,,0.0001,-17.904083251953125,0,-17.904083251953125,0.8570911288261414,0.0927727147936821,3.3291053771972656,1.051365852355957,0.009111881256103516,,,,,,,,,,,,,,,,,,,,,
,,1250,,0.08720402782910242,0.00717626777735821,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1275,138.85205415963188,,,,0.0001,-18.220378875732422,0,-18.220378875732422,0.7764939069747925,0.09840023517608643,3.3040599822998047,0.9409209489822388,0.0072019100189208984,,,,,,,,,,,,,,,,,,,,,
,,1275,,0.08707352552482917,0.0075160676060429905,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1300,,,,,,,,,,,,,,3.1086760854721067,0.038467490115222935,1.8533542156219482,1.8533542156219482,0.005822622776031494,35.46,1.0413431125879287,0.2336941902491799,0.31100985407829285,0.22734586894512177,0.11,3.110525188446045,0.027832762969808203,1.8427884578704834,1.8427884578704834,0.0,0.970610668361187,0.2237576810102449,0.2961202561855316,0.2136443704366684,0.02
0,1300.0,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1300,126.42966088922381,,,,0.0001,-18.42790985107422,0,-18.42790985107422,0.808070957660675,0.0714992880821228,2.8775196075439453,0.9933226704597473,0.007909536361694336,,,,,,,,,,,,,,,,,,,,,
,,1300,,0.07403249074316894,-0.0023058309520796647,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1325,93.06405733430961,,,,0.0001,-18.909793853759766,0,-18.909793853759766,0.7873679995536804,0.05589289590716362,3.969269037246704,0.9612134099006653,0.01074528694152832,,,,,,,,,,,,,,,,,,,,,
,,1325,,0.08371217075349098,-0.010663351042249877,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1350,106.1258033500329,,,,0.0001,-17.86425018310547,0,-17.86425018310547,0.893781840801239,0.035894811153411865,3.553706169128418,1.1011910438537598,0.009422779083251953,,,,,,,,,,,,,,,,,,,,,
,,1350,,0.11520414176811755,0.025905441272219793,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1375,135.94917671463762,,,,0.0001,-18.8883056640625,0,-18.8883056640625,0.7701665163040161,0.03918249160051346,3.048651695251465,0.9517874121665955,0.007355690002441406,,,,,,,,,,,,,,,,,,,,,
,,1375,,0.08564446496696594,0.017510230945196287,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1400,,,,,,,,,,,,,,3.1167231607437134,0.023909955307580798,1.8438938856124878,1.8438938856124878,0.0058642435073852535,33.160000000000004,0.999417109489441,0.2571407544189919,0.293508917093277,0.217067688703537,0.09,3.117439513206482,0.019688686157790507,1.828473448753357,1.828473448753357,0.0,0.9243337467312813,0.24097755318115385,0.2789764702320099,0.2046339213848114,0.05
0,1400.0,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1400,130.4401803763023,,,,0.0001,-18.657846450805664,0,-18.657846450805664,0.8029586672782898,0.112501360476017,5.114156723022461,0.9940317273139954,0.007666349411010742,,,,,,,,,,,,,,,,,,,,,
,,1400,,0.08033554616137432,0.03133353370201064,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1425,140.44212288632178,,,,0.0001,-18.60535430908203,0,-18.60535430908203,0.8131417632102966,-0.04515516757965088,3.276428699493408,1.0130987167358398,0.007120370864868164,,,,,,,,,,,,,,,,,,,,,
,,1425,,0.08733656638833054,-0.012647041463386207,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
