epoch,global_step,step,tr/batches_p_sec,tr/grad_abs_ave,tr/grad_ave,tr/grad_max,tr/learning_rate,tr/loss,tr/loss_is_nan,tr/loss_ml,tr/output_abs_ave,tr/output_ave,tr/output_max,tr/output_std,tr/time_p_batch,val/angular_ave_max_error,val/angular_ave_max_error_std,val/angular_error,val/angular_error_std,val/ave_model_runtime,val/joint_limits_exceeded,val/l2_ave_max_error,val/l2_ave_max_error_std,val/l2_error,val/l2_error_std,val/self_collisions,val_clamped/angular_ave_max_error,val_clamped/angular_ave_max_error_std,val_clamped/angular_error,val_clamped/angular_error_std,val_clamped/joint_limits_exceeded,val_clamped/l2_ave_max_error,val_clamped/l2_ave_max_error_std,val_clamped/l2_error,val_clamped/l2_error_std,val_clamped/self_collisions
,,1450,110.81677190942958,,,,0.0001,-18.525650024414062,0,-18.525650024414062,0.8069623112678528,0.05486467480659485,3.3239564895629883,1.0016019344329834,0.009023904800415039,,,,,,,,,,,,,,,,,,,,,
,,1450,,0.09491513757302528,0.005707832320652528,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1475,128.26225497691203,,,,0.0001,-18.65489959716797,0,-18.65489959716797,0.8029219508171082,-0.022812603041529655,3.0761969089508057,1.0013147592544556,0.007796525955200195,,,,,,,,,,,,,,,,,,,,,
,,1475,,0.08870476323651626,-0.0012093370009201483,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1500,,,,,,,,,,,,,,3.1124992322921754,0.030467211410177084,1.8367855548858643,1.8367855548858643,0.005762245655059815,34.660000000000004,1.0537158793210983,0.2405470391611656,0.306249737739563,0.2266540229320526,0.12,3.1124810409545898,0.028221270060027562,1.8172218799591064,1.8172218799591064,0.0,0.9575205254554748,0.2377788685197911,0.28951185941696167,0.20921525359153748,0.04
0,1500.0,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1500,113.77777777777777,,,,0.0001,-18.408557891845703,0,-18.408557891845703,0.816789448261261,-0.11031918972730637,3.1783993244171143,1.0061707496643066,0.0087890625,,,,,,,,,,,,,,,,,,,,,
,,1500,,0.10211593609650056,-0.006963585442974818,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1525,124.34198980196845,,,,0.0001,-18.7562255859375,0,-18.7562255859375,0.7971821427345276,-0.022994471713900566,3.1313629150390625,0.9783700704574585,0.008042335510253906,,,,,,,,,,,,,,,,,,,,,
,,1525,,0.09290895741378336,-0.0032247827271850347,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1550,81.856049960968,,,,0.0001,-18.411319732666016,0,-18.411319732666016,0.7971775531768799,0.01566496305167675,3.940180778503418,0.9917237162590027,0.012216567993164062,,,,,,,,,,,,,,,,,,,,,
,,1550,,0.09860991555463745,-0.014496982325548894,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1575,77.53875732534709,,,,0.0001,-19.367630004882812,0,-19.367630004882812,0.7659351825714111,-0.037349164485931396,2.5518643856048584,0.9527111649513245,0.01289677619934082,,,,,,,,,,,,,,,,,,,,,
,,1575,,0.09458402699556245,-0.016525889372058344,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1600,,,,,,,,,,,,,,3.1147468662261963,0.025598929518557075,1.809648036956787,1.809648036956787,0.005765647888183594,34.81,0.997517751455307,0.23914418895817738,0.273354709148407,0.20870772004127502,0.12,3.114351806640625,0.02830235549733747,1.7921167612075806,1.7921167612075806,0.0,0.9512861675024032,0.24099300669395055,0.2655982971191406,0.20065681636333466,0.06999999999999999
0,1600.0,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1600,134.27358581169767,,,,0.0001,-18.911128997802734,0,-18.911128997802734,0.7770368456840515,0.1065584048628807,3.6030404567718506,0.9643789529800415,0.007447481155395508,,,,,,,,,,,,,,,,,,,,,
,,1600,,0.10181556221065573,0.01063361556166953,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1625,118.90301913536499,,,,0.0001,-18.853717803955078,0,-18.853717803955078,0.8025574088096619,-0.07068954408168793,2.947685480117798,0.9795851707458496,0.008410215377807617,,,,,,,,,,,,,,,,,,,,,
,,1625,,0.07570261312791142,-0.009378987525086776,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1650,144.07474580928826,,,,0.0001,-19.409534454345703,0,-19.409534454345703,0.8163096308708191,-0.07319384813308716,4.04077672958374,1.0048922300338745,0.0069408416748046875,,,,,,,,,,,,,,,,,,,,,
,,1650,,0.0831427156974011,-0.02506544587868594,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1675,108.88639667705088,,,,0.0001,-18.852474212646484,0,-18.852474212646484,0.824409008026123,0.048766087740659714,4.180460453033447,1.0238577127456665,0.009183883666992188,,,,,,,,,,,,,,,,,,,,,
,,1675,,0.09234206830448481,0.032163458576131156,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1700,,,,,,,,,,,,,,3.11106041431427,0.03403796671472019,1.8016486167907715,1.8016486167907715,0.005872261524200439,29.849999999999998,0.9779878476262093,0.24369675555295706,0.27424386143684387,0.20699313282966614,0.06999999999999999,3.110270938873291,0.03199212055825289,1.7846823930740356,1.7846823930740356,0.0,0.9072866266965867,0.24741119711985946,0.2656465172767639,0.19536751508712769,0.03
0,1700.0,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1700,101.04078437040785,,,,0.0001,-19.218555450439453,0,-19.218555450439453,0.7987303137779236,-0.036023855209350586,3.5063819885253906,1.0048691034317017,0.009896993637084961,,,,,,,,,,,,,,,,,,,,,
,,1700,,0.09065760725146295,-0.012753710419924383,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1725,119.61511478682446,,,,0.0001,-19.50593376159668,0,-19.50593376159668,0.7628122568130493,0.015645451843738556,4.073337078094482,0.9645339846611023,0.008360147476196289,,,,,,,,,,,,,,,,,,,,,
,,1725,,0.0929961093812987,0.009824084426791538,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1750,109.85892768275754,,,,0.0001,-19.37099838256836,0,-19.37099838256836,0.7890428900718689,0.0396021269261837,3.304460287094116,0.9858354330062866,0.009102582931518555,,,,,,,,,,,,,,,,,,,,,
,,1750,,0.08893351903998337,0.01410992089388922,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1775,121.00582770757602,,,,0.0001,-19.333362579345703,0,-19.333362579345703,0.8147282004356384,0.027500813826918602,3.50722599029541,1.0114316940307617,0.00826406478881836,,,,,,,,,,,,,,,,,,,,,
,,1775,,0.08454891365060273,0.017914054512831495,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1800,,,,,,,,,,,,,,3.1180421781539915,0.022743980530183443,1.8090224266052246,1.8090224266052246,0.005835127830505371,31.080000000000002,0.9461861163377762,0.24805775444712197,0.27814844250679016,0.20078691840171814,0.2,3.1178590965271,0.02343590485487766,1.7908260822296143,1.7908260822296143,0.0,0.9110508909821511,0.25574787500524815,0.2701152563095093,0.1956917941570282,0.08
0,1800.0,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1800,148.75000886619145,,,,0.0001,-19.444499969482422,0,-19.444499969482422,0.7548124194145203,-0.020899517461657524,4.089562892913818,0.9246340394020081,0.006722688674926758,,,,,,,,,,,,,,,,,,,,,
,,1800,,0.09586319655636544,-0.027259409677166484,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1825,73.03587100369158,,,,0.0001,-19.86328125,0,-19.86328125,0.7564290165901184,-0.01475760992616415,4.331881999969482,0.9493120312690735,0.013691902160644531,,,,,,,,,,,,,,,,,,,,,
,,1825,,0.09706749236905428,-0.010880019618554115,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1850,134.95620837221276,,,,0.0001,-19.592241287231445,0,-19.592241287231445,0.8061136603355408,0.044525276869535446,3.6380600929260254,0.9918376803398132,0.007409811019897461,,,,,,,,,,,,,,,,,,,,,
,,1850,,0.08794064701760362,-0.0011070375072487575,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1875,121.67983753988976,,,,0.0001,-20.10248374938965,0,-20.10248374938965,0.7839450240135193,0.03931046277284622,3.6769070625305176,0.9594342708587646,0.00821828842163086,,,,,,,,,,,,,,,,,,,,,
,,1875,,0.09949987303161834,-0.01047796807087309,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1900,,,,,,,,,,,,,,3.114479694366455,0.025588920695619126,1.7753007411956787,1.7753007411956787,0.00590062141418457,30.240000000000002,0.9334991809725761,0.2485797840239688,0.2635999321937561,0.19919466972351074,0.1,3.112126936912537,0.026665585426762325,1.7572087049484253,1.7572087049484253,0.0,0.8723781922459602,0.24520481722206372,0.25490400195121765,0.18957577645778656,0.05
0,1900.0,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1900,113.41474230706831,,,,0.0001,-19.77376937866211,0,-19.77376937866211,0.7574133276939392,0.028928780928254128,4.041756629943848,0.9473005533218384,0.008817195892333984,,,,,,,,,,,,,,,,,,,,,
,,1900,,0.09235872779860681,-0.016191760587318527,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1925,113.91683641598088,,,,0.0001,-19.910415649414062,0,-19.910415649414062,0.7962552309036255,-0.06967204809188843,2.7140886783599854,0.9885403513908386,0.00877833366394043,,,,,,,,,,,,,,,,,,,,,
,,1925,,0.08828732392718545,0.0022978185872884658,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1950,106.66558160826001,,,,0.0001,-19.785018920898438,0,-19.785018920898438,0.7959030866622925,-0.06250009685754776,3.1343727111816406,0.9833969473838806,0.00937509536743164,,,,,,,,,,,,,,,,,,,,,
,,1950,,0.09077030569308893,-0.032603050095995435,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1975,96.66967825205126,,,,0.0001,-19.616575241088867,0,-19.616575241088867,0.807600200176239,0.11749456077814102,4.960638046264648,0.9977667331695557,0.010344505310058594,,,,,,,,,,,,,,,,,,,,,
,,1975,,0.0946950281889561,0.014749541490842214,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000,,,,,,,,,,,,,,3.115943331718445,0.024321984388971627,1.7794241905212402,1.7794241905212402,0.0058656144142150875,33.650000000000006,0.944764269888401,0.24288504869714725,0.27417659759521484,0.20203761756420135,0.16999999999999998,3.1109027814865113,0.03516125720641565,1.759642481803894,1.759642481803894,0.0,0.9100444883108139,0.25105190440827213,0.26404470205307007,0.19388175010681152,0.06999999999999999
0,2000.0,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000,107.48286907721088,,,,0.0001,-19.295814514160156,0,-19.295814514160156,0.8482328653335571,-0.06032378226518631,4.474384307861328,1.0716458559036255,0.009303808212280273,,,,,,,,,,,,,,,,,,,,,
,,2000,,0.10522096538625192,-0.01513157613694934,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025,146.14299651567944,,,,0.0001,-20.438533782958984,0,-20.438533782958984,0.7835450172424316,-0.025210488587617874,3.141493797302246,0.9706243276596069,0.006842613220214844,,,,,,,,,,,,,,,,,,,,,
,,2025,,0.09099268281685606,0.000155031116970387,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2050,117.09718305927022,,,,0.0001,-19.77478790283203,0,-19.77478790283203,0.7841335535049438,0.01134794857352972,3.5422849655151367,0.9773069620132446,0.008539915084838867,,,,,,,,,,,,,,,,,,,,,
,,2050,,0.10125814733404088,-0.008733820826021107,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2075,117.47105447416328,,,,0.0001,-19.865245819091797,0,-19.865245819091797,0.8462106585502625,0.02803025208413601,3.1450417041778564,1.0361173152923584,0.008512735366821289,,,,,,,,,,,,,,,,,,,,,
,,2075,,0.09992604690629985,0.015990911022726095,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2100,,,,,,,,,,,,,,3.1107144784927367,0.028800193848794915,1.7504769563674927,1.7504769563674927,0.0059522509574890135,29.12,0.8878327938914299,0.24374639070181056,0.2540360391139984,0.1944098174571991,0.08,3.1085142946243285,0.0346230835930765,1.727476716041565,1.727476716041565,0.0,0.842165144085884,0.26183286058031613,0.2460789680480957,0.18849486112594604,0.03
0,2100.0,2099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2100,149.18385203627957,,,,0.0001,-20.554397583007812,0,-20.554397583007812,0.8093721270561218,0.11478767544031143,3.617114543914795,0.9995124936103821,0.00670313835144043,,,,,,,,,,,,,,,,,,,,,
,,2100,,0.09697295545417244,0.027912402584267786,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2125,86.54116287706846,,,,0.0001,-19.414257049560547,0,-19.414257049560547,0.7717029452323914,-0.016798721626400948,2.910431146621704,0.9699176549911499,0.011555194854736328,,,,,,,,,,,,,,,,,,,,,
,,2125,,0.1002614084970143,-0.014058468197741073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2150,135.33068757461362,,,,0.0001,-20.461017608642578,0,-20.461017608642578,0.7634097933769226,0.06955359876155853,3.0314414501190186,0.9449365735054016,0.0073893070220947266,,,,,,,,,,,,,,,,,,,,,
,,2150,,0.08615230283915783,-0.009678593939767666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2175,124.49330681784453,,,,0.0001,-20.274173736572266,0,-20.274173736572266,0.7714417576789856,-0.08701061457395554,2.444517135620117,0.9496747255325317,0.008032560348510742,,,,,,,,,,,,,,,,,,,,,
,,2175,,0.09627721205454993,-0.02992755343523612,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2200,,,,,,,,,,,,,,3.1162802743911744,0.02123706936560816,1.7456756830215454,1.7456756830215454,0.00595458984375,26.19,0.9239264431595803,0.252156188612662,0.24839061498641968,0.19369086623191833,0.01,3.1136649084091186,0.02784827203554972,1.7215354442596436,1.7215354442596436,0.0,0.8745037141442299,0.24268920909340977,0.24313530325889587,0.186828151345253,0.01
0,2200.0,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2200,110.87242928892414,,,,0.0001,-20.588287353515625,0,-20.588287353515625,0.8092013597488403,-0.027219325304031372,2.842379570007324,1.0046411752700806,0.00901937484741211,,,,,,,,,,,,,,,,,,,,,
,,2200,,0.08493647965785082,0.013576478419471035,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2225,116.99919105135429,,,,0.0001,-20.252967834472656,0,-20.252967834472656,0.7666300535202026,-0.03612809255719185,4.11892032623291,0.9618141055107117,0.008547067642211914,,,,,,,,,,,,,,,,,,,,,
,,2225,,0.08201314377932552,-0.017926777831339297,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2250,129.79835365476265,,,,0.0001,-20.43217658996582,0,-20.43217658996582,0.8368240594863892,0.06677167862653732,3.586174249649048,1.027921438217163,0.007704257965087891,,,,,,,,,,,,,,,,,,,,,
,,2250,,0.10178088901269196,0.024643894241052067,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2275,112.33639553258162,,,,0.0001,-19.949554443359375,0,-19.949554443359375,0.7724752426147461,-0.083656445145607,3.308457851409912,0.978317379951477,0.008901834487915039,,,,,,,,,,,,,,,,,,,,,
,,2275,,0.09446816230562642,-0.027105113207689158,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2300,,,,,,,,,,,,,,3.1160213422775267,0.02754647308157875,1.759942889213562,1.759942889213562,0.005830144882202149,35.89,0.8908441135287285,0.2519582137402547,0.2455315887928009,0.18797022104263306,0.12,3.1151178550720213,0.02830716199739782,1.7355412244796753,1.7355412244796753,0.0,0.8487998050451279,0.2530933297520871,0.23709788918495178,0.18227770924568176,0.05
0,2300.0,2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2300,122.83081969133453,,,,0.0001,-20.194679260253906,0,-20.194679260253906,0.7637328505516052,-0.04261907562613487,3.299959182739258,0.9418168067932129,0.008141279220581055,,,,,,,,,,,,,,,,,,,,,
,,2300,,0.09972367672829326,-0.04531748132099267,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2325,125.50656811993177,,,,0.0001,-20.296173095703125,0,-20.296173095703125,0.8109660148620605,-0.01092040166258812,3.8281776905059814,1.0082052946090698,0.007967710494995117,,,,,,,,,,,,,,,,,,,,,
,,2325,,0.09143666106456294,-0.007731603626038937,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2350,102.46253817026994,,,,0.0001,-20.692155838012695,0,-20.692155838012695,0.8157001733779907,0.0055548399686813354,3.3222200870513916,1.0088025331497192,0.009759664535522461,,,,,,,,,,,,,,,,,,,,,
,,2350,,0.08352680322180579,-7.532446995147286e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2375,115.55829843508927,,,,0.0001,-19.938358306884766,0,-19.938358306884766,0.851601243019104,-0.1095472127199173,3.6291468143463135,1.0503008365631104,0.008653640747070312,,,,,,,,,,,,,,,,,,,,,
,,2375,,0.10367653018814356,-0.017973522059757368,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2400,,,,,,,,,,,,,,3.1156910610198976,0.02460636094360448,1.7301667928695679,1.7301667928695679,0.005876057147979737,29.520000000000003,0.9053732639551163,0.2612026267208442,0.24712489545345306,0.19109688699245453,0.05,3.1127169561386108,0.027682475508305,1.7117269039154053,1.7117269039154053,0.0,0.8512711417675018,0.2700217705360984,0.2404986470937729,0.18533004820346832,0.02
0,2400.0,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2400,103.43026237916749,,,,0.0001,-20.396743774414062,0,-20.396743774414062,0.7970384955406189,0.09924029558897018,3.0940232276916504,0.9784800410270691,0.009668350219726562,,,,,,,,,,,,,,,,,,,,,
,,2400,,0.1029962997495204,0.010263359268539793,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2425,140.90449155104645,,,,0.0001,-20.389453887939453,0,-20.389453887939453,0.8113239407539368,0.016899626702070236,3.520219326019287,1.019186019897461,0.007097005844116211,,,,,,,,,,,,,,,,,,,,,
,,2425,,0.09996358492147313,0.0014303969738354756,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2450,134.68751806300375,,,,0.0001,-20.720149993896484,0,-20.720149993896484,0.8082289099693298,-0.0649922713637352,3.4586756229400635,1.0183069705963135,0.007424592971801758,,,,,,,,,,,,,,,,,,,,,
,,2450,,0.09270053308394684,-0.013857455812754438,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2475,108.63258223258224,,,,0.0001,-21.021852493286133,0,-21.021852493286133,0.8071808218955994,0.04456872493028641,3.800057888031006,1.0060703754425049,0.009205341339111328,,,,,,,,,,,,,,,,,,,,,
,,2475,,0.09530391529491074,0.005307168141824785,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,,,,,,,,,,,,,,3.106658673286438,0.03227110242281326,1.7358659505844116,1.7358659505844116,0.006034402847290039,29.73,0.8875835981965065,0.2490374224025097,0.2390841692686081,0.1896020621061325,0.06,3.1073784399032593,0.03033360813328288,1.714613437652588,1.714613437652588,0.0,0.8353361958265304,0.25401233844726484,0.2339526265859604,0.1840350478887558,0.02
0,2500.0,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2500,117.73815405344712,,,,0.0001,-21.31585693359375,0,-21.31585693359375,0.7592872977256775,0.017380356788635254,2.673956871032715,0.9493663311004639,0.008493423461914062,,,,,,,,,,,,,,,,,,,,,
,,2500,,0.0950047994574561,-0.013036328743069703,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2525,130.2457535012266,,,,0.0001,-20.028663635253906,0,-20.028663635253906,0.810917317867279,0.0576840415596962,3.308732509613037,1.012489676475525,0.007677793502807617,,,,,,,,,,,,,,,,,,,,,
,,2525,,0.11355009743419942,0.006252699827920575,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2550,104.89168979918473,,,,0.0001,-20.624935150146484,0,-20.624935150146484,0.7711701989173889,0.04103292152285576,3.796379566192627,0.9543839693069458,0.00953364372253418,,,,,,,,,,,,,,,,,,,,,
,,2550,,0.08108925405106977,-0.006148563864103747,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2575,165.6649024409511,,,,0.0001,-20.634910583496094,0,-20.634910583496094,0.7918991446495056,-0.045777030289173126,2.8541314601898193,0.996705949306488,0.006036281585693359,,,,,,,,,,,,,,,,,,,,,
,,2575,,0.11148616742654364,-0.03482090105908734,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2600,,,,,,,,,,,,,,3.1080050325393676,0.03391672990806304,1.6736993789672852,1.6736993789672852,0.006018569469451904,24.69,0.8573116910457611,0.26258761573686257,0.2393743097782135,0.18673066794872284,0.05,3.1038157606124877,0.03480273073929203,1.6561450958251953,1.6561450958251953,0.0,0.8255642825365066,0.2533942750587591,0.23554176092147827,0.18149548768997192,0.03
0,2600.0,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2600,116.91765624128895,,,,0.0001,-20.67467498779297,0,-20.67467498779297,0.8431396484375,-0.15522952377796173,2.8073678016662598,1.0457985401153564,0.008553028106689453,,,,,,,,,,,,,,,,,,,,,
,,2600,,0.10032372772790647,0.012547775119692517,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2625,115.91598496573071,,,,0.0001,-20.90037727355957,0,-20.90037727355957,0.7476024031639099,0.10557212680578232,2.9432406425476074,0.9359055757522583,0.008626937866210938,,,,,,,,,,,,,,,,,,,,,
,,2625,,0.10004963418487023,-0.019287266363126793,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2650,122.66557482525663,,,,0.0001,-20.801429748535156,0,-20.801429748535156,0.8192224502563477,-0.03936132416129112,3.1033935546875,1.0135339498519897,0.008152246475219727,,,,,,,,,,,,,,,,,,,,,
,,2650,,0.09817482187221079,-0.00961361498003536,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2675,135.81711029078429,,,,0.0001,-20.486263275146484,0,-20.486263275146484,0.8287879228591919,0.014732587151229382,3.66603946685791,1.053879976272583,0.007362842559814453,,,,,,,,,,,,,,,,,,,,,
,,2675,,0.10914884389209571,0.006682617874448127,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2700,,,,,,,,,,,,,,3.1078693151473997,0.03494083898201405,1.6753777265548706,1.6753777265548706,0.005945909023284912,27.67,0.8905883541703224,0.2737717936378124,0.23747389018535614,0.1870042085647583,0.01,3.1092355489730834,0.03318169503429444,1.6456996202468872,1.6456996202468872,0.0,0.8264564549922944,0.2707066322871155,0.22985780239105225,0.17820094525814056,0.01
0,2700.0,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2700,103.10988740842716,,,,0.0001,-20.702016830444336,0,-20.702016830444336,0.7823087573051453,-0.010041582398116589,3.4270551204681396,0.977456271648407,0.00969839096069336,,,,,,,,,,,,,,,,,,,,,
,,2700,,0.0947170088832839,0.01517056946586474,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2725,107.56280453403087,,,,0.0001,-20.830364227294922,0,-20.830364227294922,0.8460003137588501,0.19917543232440948,3.7337942123413086,1.0359909534454346,0.009296894073486328,,,,,,,,,,,,,,,,,,,,,
,,2725,,0.0978425920263059,0.003454874857377943,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2750,114.54213774646348,,,,0.0001,-20.838607788085938,0,-20.838607788085938,0.7850542068481445,-0.0373128317296505,3.692589282989502,0.9789226055145264,0.008730411529541016,,,,,,,,,,,,,,,,,,,,,
,,2750,,0.10456994537616993,-0.015216947297356379,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2775,82.93891756144826,,,,0.0001,-21.31658172607422,0,-21.31658172607422,0.8129724860191345,0.11554553359746933,5.262287139892578,1.023946762084961,0.012057065963745117,,,,,,,,,,,,,,,,,,,,,
,,2775,,0.09640949117086468,0.02353316208933857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2800,,,,,,,,,,,,,,3.1001827239990236,0.04239249378912909,1.6333051919937134,1.6333051919937134,0.005850846767425537,30.29,0.8606981512904167,0.25765432569198654,0.23278017342090607,0.18244490027427673,0.05,3.1016350269317625,0.03481803915404238,1.6007575988769531,1.6007575988769531,0.0,0.8137857538461685,0.25518771176824523,0.22751684486865997,0.17600469291210175,0.01
0,2800.0,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2800,128.12512218963832,,,,0.0001,-21.495147705078125,0,-21.495147705078125,0.7779698371887207,0.094916932284832,3.539531946182251,0.9627344012260437,0.00780487060546875,,,,,,,,,,,,,,,,,,,,,
,,2800,,0.1013401774630438,0.0060518756415319785,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2825,107.89761531139865,,,,0.0001,-20.628459930419922,0,-20.628459930419922,0.8304933905601501,-0.09530054777860641,4.424853324890137,1.0511845350265503,0.009268045425415039,,,,,,,,,,,,,,,,,,,,,
,,2825,,0.11607995267998679,-0.02349373235762897,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2850,98.52028280835272,,,,0.0001,-21.208194732666016,0,-21.208194732666016,0.8254419565200806,0.04118740186095238,3.931816577911377,1.043128490447998,0.01015019416809082,,,,,,,,,,,,,,,,,,,,,
,,2850,,0.11028421244767135,0.00973282648342888,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2875,113.15161325132189,,,,0.0001,-20.981456756591797,0,-20.981456756591797,0.8393546938896179,0.05511622503399849,4.07227087020874,1.0354390144348145,0.008837699890136719,,,,,,,,,,,,,,,,,,,,,
,,2875,,0.10849000176312984,0.01727760309343296,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2900,,,,,,,,,,,,,,3.102515616416931,0.04119225073937132,1.6176384687423706,1.6176384687423706,0.006101722717285156,24.9,0.8551018461585045,0.2630627253671553,0.2263450175523758,0.17486967146396637,0.16,3.1060738372802734,0.03882227291999891,1.595855474472046,1.595855474472046,0.0,0.8290341338515281,0.2583721159066556,0.22214965522289276,0.17102400958538055,0.06
0,2900.0,2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2900,110.59761628520198,,,,0.0001,-21.586990356445312,0,-21.586990356445312,0.7681863903999329,0.06404083222150803,3.1953628063201904,0.9601871967315674,0.009041786193847656,,,,,,,,,,,,,,,,,,,,,
,,2900,,0.07998390273163143,0.017583804459559833,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2925,108.53138746571443,,,,0.0001,-21.7655029296875,0,-21.7655029296875,0.7956218123435974,-0.03500807285308838,3.0162596702575684,0.9995357394218445,0.009213924407958984,,,,,,,,,,,,,,,,,,,,,
,,2925,,0.10088085319315117,-0.0014930391555362614,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2950,135.86990605766115,,,,0.0001,-21.368741989135742,0,-21.368741989135742,0.7618531584739685,0.037715185433626175,3.556945323944092,0.9471818804740906,0.007359981536865234,,,,,,,,,,,,,,,,,,,,,
,,2950,,0.08047291179961273,-0.011803213382073352,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
